,timestamp,latitude,longitude,altitude_m,acc_horiz,acc_vert,course,speed_kts,altitude_ft,bank,pitch
3824,2024-11-06T17:14:41.61Z,40.710624,-114.022533,1298.2,0.0,0.0,315.38,94.13,4259.27,0.5,3.59
3825,2024-11-06T17:14:42.42Z,40.710811,-114.022774,1297.1,0.0,0.0,315.42,94.24,4255.46,-0.87,4.77
3826,2024-11-06T17:14:43.61Z,40.711247,-114.023339,1294.6,0.0,0.0,315.4,94.6,4247.38,-1.77,4.95
3827,2024-11-06T17:14:44.42Z,40.711434,-114.023582,1293.7,0.0,0.0,315.37,94.65,4244.54,-0.14,4.53
3828,2024-11-06T17:14:45.61Z,40.71187,-114.024151,1292.1,0.0,0.0,314.98,94.77,4239.26,-3.4,4.52
3829,2024-11-06T17:14:46.42Z,40.712056,-114.024396,1291.5,0.0,0.0,314.64,94.88,4237.2,-1.45,3.9
3830,2024-11-06T17:14:47.81Z,40.71255,-114.025056,1290.0,0.0,0.0,314.6,95.12,4232.18,1.17,4.74
3831,2024-11-06T17:14:48.43Z,40.712736,-114.025304,1289.6,0.0,0.0,314.73,95.13,4230.96,-0.09,5.06
3832,2024-11-06T17:14:49.81Z,40.713172,-114.025879,1288.9,0.0,0.0,315.13,95.17,4228.74,-0.67,1.26
3833,2024-11-06T17:14:50.43Z,40.713359,-114.026124,1288.7,0.0,0.0,315.36,95.12,4228.05,-1.51,-1.18
3834,2024-11-06T17:14:51.42Z,40.713548,-114.026368,1288.9,0.0,0.0,315.32,95.38,4228.57,0.13,-1.12
3835,2024-11-06T17:14:52.61Z,40.714046,-114.027018,1288.9,0.0,0.0,315.44,93.81,4228.75,-1.24,-1.82
3836,2024-11-06T17:14:53.42Z,40.71423,-114.027256,1288.9,0.0,0.0,315.42,92.81,4228.76,0.06,-2.29
3837,2024-11-06T17:14:54.81Z,40.714706,-114.027881,1289.1,0.0,0.0,314.64,88.67,4229.4,-1.41,-2.49
3838,2024-11-06T17:14:55.61Z,40.714933,-114.028184,1289.2,0.0,0.0,314.59,86.22,4229.69,-0.47,-2.51
3839,2024-11-06T17:14:56.61Z,40.715205,-114.028549,1289.3,0.0,0.0,314.43,82.64,4229.86,-0.54,-2.3
3840,2024-11-06T17:14:57.42Z,40.715364,-114.028761,1289.3,0.0,0.0,314.56,80.59,4230.03,-2.15,-2.28
3841,2024-11-06T17:14:58.81Z,40.715766,-114.029297,1289.4,0.0,0.0,314.89,74.86,4230.34,-1.95,-1.99
3842,2024-11-06T17:14:59.61Z,40.715957,-114.029548,1289.5,0.0,0.0,315.01,72.12,4230.51,-1.23,-1.95
3843,2024-11-06T17:15:00.42Z,40.716096,-114.029731,1289.5,0.0,0.0,315.02,70.1,4230.72,-0.88,-1.7
3844,2024-11-06T17:15:01.61Z,40.716406,-114.030136,1289.6,0.0,0.0,315.34,65.37,4231.04,0.23,-1.8
3845,2024-11-06T17:15:02.44Z,40.716574,-114.030354,1289.7,0.0,0.0,315.33,62.71,4231.21,-0.61,-1.62
3846,2024-11-06T17:15:04.21Z,40.716924,-114.030811,1289.8,0.0,0.0,315.11,56.49,4231.64,0.52,-1.1
3847,2024-11-06T17:15:05.21Z,40.717102,-114.031045,1289.8,0.0,0.0,314.82,53.19,4231.76,0.41,-1.1
3848,2024-11-06T17:15:07.02Z,40.717395,-114.031429,1290.0,0.0,0.0,315.25,46.94,4232.27,1.2,-1.05
3849,2024-11-06T17:15:08.01Z,40.717542,-114.031622,1290.1,0.0,0.0,315.13,43.59,4232.47,0.16,-0.94
3850,2024-11-06T17:15:09.61Z,40.717754,-114.031902,1290.2,0.0,0.0,314.86,38.23,4232.83,-0.11,-0.65
3851,2024-11-06T17:15:11.01Z,40.717917,-114.032115,1290.2,0.0,0.0,315.09,33.4,4233.1,-0.06,-0.76
3852,2024-11-06T17:15:13.84Z,40.718171,-114.032459,1290.3,0.0,0.0,314.04,23.71,4233.17,0.42,-0.37
3853,2024-11-06T17:15:15.42Z,40.718265,-114.032588,1290.3,0.0,0.0,313.76,19.06,4233.33,0.04,-0.22
3854,2024-11-06T17:15:16.01Z,40.71831,-114.032648,1290.3,0.0,0.0,314.08,16.34,4233.41,-0.46,-0.31
3855,2024-11-06T17:15:17.01Z,40.718356,-114.032711,1290.4,0.0,0.0,314.1,13.1,4233.62,-0.81,0.02
3856,2024-11-06T17:15:18.81Z,40.718414,-114.032789,1290.5,0.0,0.0,314.37,7.53,4233.87,0.45,0.04
3857,2024-11-06T17:15:20.43Z,40.71844,-114.032824,1290.5,0.0,0.0,314.76,3.23,4234.04,-2.23,0.44
3858,2024-11-06T17:15:21.42Z,40.718445,-114.032831,1290.6,0.0,0.0,-1.0,1.31,4234.13,-0.61,0.38
3859,2024-11-06T17:15:22.01Z,40.718446,-114.032832,1290.6,0.0,0.0,-1.0,0.0,4234.23,-0.53,0.51
